Name,Country,DoB,PlayerNo
Robert Ullathorne,England,11/10/1971,733
Ade Akinbiyi,Nigeria,10/10/1974,734
David Beresford,England,11/11/1976,736
Richard Graham,Northern Ireland,28/11/1974,737
Sean McCarthy,England,12/09/1967,738
Steve Yates,England,29/01/1970,739
Robbie Herrera,England,12/06/1970,740
Trevor Sinclair,England,02/03/1973,741
Danny Dichio,England,19/10/1974,742
Rob Scott,England,15/08/1973,743
Roger Nilsen,Norway,08/08/1969,744
Nathan Blake,Wales,27/01/1972,745
Jostein Flo,Norway,03/10/1964,746
Nathan Peel,England,17/05/1972,747
Bobby Davison,England,17/07/1959,748
Lee Briscoe,England,30/09/1975,749
Des Walker,England,26/11/1965,750
Simon Coleman,England,13/06/1968,751
Adem Poric,England,22/04/1973,752
Richard Barker,England,30/05/1975,753
Paul McDonald,Scotland,20/04/1968,754
Simon Charlton,England,25/10/1971,755
David Hughes,England,30/12/1972,756
Jim Magilton,Northern Ireland,06/05/1969,757
Colin Cramb,Scotland,23/06/1974,758
Craig Maskell,England,10/04/1968,759
Frankie Bennett,England,13/01/1969,760
Jon Sheffield,England,01/02/1969,762
Adrian Viveash,England,30/09/1969,763
Adrian Whitbread,England,22/10/1971,764
Andy Thomson,England,28/03/1974,765
Luc Nijholt,Netherlands,29/07/1961,766
Kevin Horlock,Northern Ireland,01/11/1972,767
John Moncur,England,22/09/1966,768
Nicky Summerbee,England,26/08/1971,769
Chris Hamon,England,27/04/1970,770
Andy Mutch,England,28/12/1963,771
Steve White,England,02/01/1959,772
Jan Åge Fjørtoft,Norway,10/01/1967,773
Colin Calderwood,Scotland,20/01/1965,775
Stephen Carr,Ireland,29/08/1976,776
Kevin Scott,England,17/12/1966,777
Micky Hazard,England,05/02/1960,778
Garry Brady,Scotland,07/09/1976,779
Paul Mahorn,England,13/08/1973,780
Ludek Miklosko,Czech Republic,09/12/1961,782
Ian Feuer,United States,20/05/1971,783
Gary Kelly,England,06/03/1966,784
Steve Potts,England,07/05/1967,785
Tony Gale,England,19/11/1959,786
Alvin Martin,England,29/07/1958,787
Simon Webster,England,20/01/1964,788
Tim Breacker,England,02/07/1965,789
Kenny Brown,England,11/07/1967,790
Peter Butler,England,26/08/1966,791
Paul Mitchell,England,20/10/1971,792
Matt Holmes,England,01/08/1969,793
Dale Gordon,England,09/01/1967,794
Ian Bishop,England,29/05/1965,795
Danny Williamson,England,05/12/1973,796
Darren Currie,England,29/11/1974,797
Martin Allen,England,18/08/1965,798
Steve Jones,England,17/03/1970,799
Frank Lampard,England,20/06/1978,800
Matthew Rush,England,06/08/1971,801
Danny Shipp,England,25/09/1976,802
Trevor Morley,England,20/03/1961,803
Mike Small,England,02/03/1962,804
Jeroen Boere,Netherlands,18/11/1967,805
Alan Kimble,Scotland,08/06/1966,807
Stewart Castledine,England,22/01/1973,808
Marcus Gayle,Jamaica,27/09/1970,809
Gary Blissett,England,26/06/1964,810
Jamie Lambert,England,14/09/1973,811
Chris Marsden,England,03/01/1969,812
Detsi Kruszynski,Poland,14/10/1961,813
Martyn Booty,England,30/05/1971,814
Mark Gayle,England,21/10/1969,815
Brian Reid,Scotland,15/06/1970,816
Liam O'Brien,Ireland,05/09/1964,817
Brian Kilcline,England,07/05/1962,818
John Burridge,England,03/12/1951,819
Tore Pedersen,Norway,29/09/1969,820
John Eyre,England,09/10/1974,821
Tony Witter,England,12/08/1965,822
Carl Muggleton,England,13/09/1968,823
Jonas Wirmola,Sweden,17/07/1969,824
Brian Linighan,England,11/02/1973,825
Ty Gooden,England,23/10/1972,826
Shaun Taylor,England,26/02/1963,827
Paul Bodin,Wales,13/09/1964,828
Keith Scott,England,06/09/1967,829
Nicky Hammond,England,09/07/1967,830
Martin Ling,England,15/07/1966,831
Ross MacLaren,Scotland,14/04/1962,832
Clive Allen,England,20/05/1961,833
Colin Foster,England,16/07/1964,834
Paul Marquis,England,29/08/1972,835
Mark Warren,England,11/12/1974,836
Mark Robson,England,22/05/1969,837
Vince Bartram,England,07/08/1968,838
Lee Harper,England,30/10/1971,839
Matthew Rose,England,24/09/1975,840
Glenn Helder,Netherlands,28/10/1968,841
Stephen Hughes,England,18/09/1976,842
Stefan Schwarz,Sweden,18/04/1969,843
John Hartson,Wales,05/04/1975,844
Nii Lamptey,Ghana,10/12/1974,846
Ian Taylor,England,04/06/1968,847
Lee Hendrie,England,18/05/1977,848
Tommy Johnson,England,15/01/1971,849
Shay Given,Ireland,20/04/1976,851
Marlon Broomes,England,28/11/1977,852
Richard Witschge,Netherlands,20/09/1969,853
Robbie Slater,Australia,22/11/1964,854
Scott Minto,England,06/08/1971,855
Paul Hughes,England,19/04/1976,856
Ritchie Hanlon,England,26/05/1978,857
Paul Furlong,England,01/10/1968,858
John Filan,Australia,08/02/1970,859
Marcus Hall,England,24/03/1976,860
Cobi Jones,United States,16/06/1970,861
Paul Cook,England,22/02/1967,862
Jamie Barnwell,England,26/12/1975,863
Ian Cox,Trinidad And Tobago,25/03/1971,864
Danny Boxall,England,25/08/1977,865
Sagi Burton,Saint Kitts And Nevis,25/11/1977,866
Jamie Vincent,England,18/06/1975,867
Glen Little,England,15/10/1975,868
Darren Pitcher,England,12/10/1969,869
Rory Ginty,Ireland,23/01/1977,870
Andy Preece,England,27/03/1967,871
Brian Launders,Ireland,08/06/1976,872
Bruce Dyer,England,13/04/1975,873
Alex Smith,England,15/02/1976,875
Daniel Amokachi,Nigeria,30/12/1972,876
Duncan Ferguson,Scotland,27/12/1971,877
Richard Wright,England,05/11/1977,878
Chris Swailes,England,19/10/1970,879
Mauricio Taricco,Argentina,10/03/1973,880
Claus Thomsen,Denmark,31/05/1970,881
Tony Vaughan,England,11/10/1975,882
Lee Norfolk,New Zealand,17/10/1975,883
James Scowcroft,England,15/11/1975,884
Lucas Radebe,South Africa,12/04/1969,886
Martin Foster,England,29/10/1977,887
Philemon Masinga,South Africa,21/06/1969,888
Anthony Yeboah,Ghana,06/06/1966,889
Russell Hoult,England,22/11/1972,890
Kevin Poole,England,21/07/1963,891
Gavin Ward,England,30/06/1970,892
Jimmy Willis,England,12/07/1968,893
Steve Walsh,England,03/11/1964,894
Neil Lewis,England,28/06/1974,895
Mike Whitlow,England,13/01/1968,896
Simon Grayson,England,16/12/1969,897
Colin Hill,Northern Ireland,12/11/1963,898
Phil Gee,England,19/12/1964,899
Sam McMahon,England,10/02/1976,900
Lee Philpott,England,21/02/1970,901
David Oldfield,England,30/05/1968,902
Mark Draper,England,11/11/1970,903
Gary Mills,England,11/11/1961,904
Jamie Lawrence,Jamaica,08/03/1970,905
Iwan Roberts,Wales,26/06/1968,906
David Lowe,England,30/08/1965,907
Emile Heskey,England,11/01/1978,908
Julian Joachim,England,20/09/1974,909
Ian Ormondroyd,England,22/09/1964,910
Tony Warner,Trinidad And Tobago,11/05/1974,912
Michael Stensgaard,Denmark,01/09/1974,913
Gareth Roberts,Wales,06/02/1978,914
Jamie Carragher,England,28/01/1978,915
Mark Kennedy,Ireland,15/05/1976,916
Lee Crooks,England,14/01/1978,917
Michael Brown,England,25/01/1977,918
Maurizio Gaudino,Germany,12/12/1966,919
Colin Murdock,Northern Ireland,02/07/1975,920
Phil Neville,England,21/01/1977,921
Ronnie Wallwork,England,10/09/1977,922
Terry Cooke,England,05/08/1976,923
Philippe Albert,Belgium,10/08/1967,924
Marc Hottiger,Switzerland,07/11/1967,925
Sam Aiston,England,21/11/1976,926
Jimmy Crawford,England,01/05/1973,927
Paul Kitson,England,09/01/1971,928
Danny Mills,England,18/05/1977,929
Shaun Carey,England,13/05/1976,930
Keith O'Neill,Ireland,16/02/1976,931
Ashley Ward,England,24/11/1970,932
Billy Mercer,England,22/05/1969,934
Vance Warner,England,03/09/1974,935
Des Lyttle,England,24/09/1971,936
Colin Cooper,England,28/02/1967,937
Alf Inge Haaland,Norway,23/11/1972,938
Stuart Thom,England,27/12/1976,939
Craig Armstrong,England,23/05/1975,940
Paul Smith,England,25/01/1976,941
Lars Bohinen,Norway,08/09/1969,942
Bryan Roy,Netherlands,12/02/1970,943
Jason Lee,England,09/05/1971,944
Gary Bull,England,12/06/1966,945
Steve Guinan,England,24/12/1975,946
Trevor Challis,England,23/10/1975,948
Chris Plummer,England,12/10/1976,949
Matthew Brazier,England,02/07/1976,950
Kevin Gallen,England,21/09/1975,951
Ian Nolan,Northern Ireland,09/07/1970,953
Dan Petrescu,Romania,22/12/1967,954
Klas Ingesson,Sweden,20/08/1968,955
O'Neill Donaldson,England,24/11/1969,956
Peter Whiston,England,04/01/1968,957
Matt Oakley,England,17/08/1977,958
Ronnie Ekelund,Denmark,21/08/1972,959
Jamie Clapham,England,07/12/1975,960
Stephen Clemence,England,31/03/1978,961
Ilie Dumitrescu,Romania,06/01/1969,962
Gheorghe Popescu,Romania,09/10/1967,963
Steve Slade,England,06/10/1975,964
Jürgen Klinsmann,Germany,30/07/1964,965
Marc Rieper,Denmark,05/06/1968,966
Michael Hughes,Northern Ireland,02/08/1971,967
Lee Hodges,England,02/03/1978,968
Mark Watson,England,28/12/1973,969
Alan Reeves,England,19/11/1967,971
Kenny Cunningham,Ireland,28/06/1971,972
Oyvind Leonhardsen,Norway,17/08/1970,973
Jon Goodman,England,02/06/1971,974
Steven Pressley,Scotland,11/10/1973,975
Gary Gillespie,Scotland,05/07/1960,976
Darren Patterson,Northern Ireland,15/10/1969,977
Rhys Wilmot,Wales,21/02/1962,978
Ian Durrant,Scotland,29/10/1966,979
Philip Morgan,England,18/12/1974,980
Adrian Paz,Uruguay,09/09/1968,981
Richard Smith,England,03/10/1970,982
Mick Galloway,Scotland,13/10/1974,983
Steve Thompson,England,02/11/1964,984
Mark Prudhoe,England,08/11/1963,985
Andy Rhodes,England,23/08/1964,986
Johnny Wright,Northern Ireland,24/11/1975,987
Sieb Dykstra,Netherlands,20/10/1966,988
David Platt,England,10/06/1966,989
Ben Smith,England,23/11/1978,990
Dennis Bergkamp,Netherlands,10/05/1969,991
David Hughes,England,01/02/1978,993
Tommy Jaszczun,England,16/09/1977,994
Savo Milosevic,Serbia,02/09/1973,995
Alan Lee,Ireland,21/08/1978,996
Richard Walker,England,08/11/1977,997
Richard Walker,England,09/11/1971,998
Gary Croft,England,17/02/1974,999
Richard Hope,England,22/06/1978,1000
Adam Reed,England,18/02/1975,1001
Graham Coughlan,Ireland,18/11/1974,1002
Billy McKinlay,Scotland,22/04/1969,1003
Damien Duff,Ireland,02/03/1979,1004
James Beattie,England,27/02/1978,1005
Niklas Gudmundsson,Sweden,29/02/1972,1006
Keith Branagan,Ireland,10/07/1966,1008
Aidan Davison,Northern Ireland,11/05/1968,1009
Nicky Spooner,England,05/06/1971,1010
Steve McAnespie,Scotland,01/02/1972,1011
Stuart Whitehead,England,17/07/1976,1012
Enzo Gambaro,Italy,23/02/1966,1013
Gerry Taggart,Northern Ireland,18/10/1970,1014
Greg Strong,England,05/09/1975,1015
Scott Green,England,15/01/1970,1016
Alan Stubbs,England,06/10/1971,1017
Stuart Whittaker,England,02/01/1975,1018
Alan Thompson,England,22/12/1973,1019
Sasa Curcic,Serbia,14/02/1972,1020
Mixu Paatelainen,Finland,03/02/1967,1021
Scott Taylor,England,05/05/1976,1022
John McGinlay,England,08/04/1964,1023
Mark Patterson,England,24/05/1965,1024
Fabian De Freitas,Netherlands,28/07/1972,1025
Jody Morris,England,22/12/1978,1027
Ruud Gullit,Netherlands,01/09/1962,1028
Mark Nicholls,England,30/05/1977,1029
Paul Williams,England,26/03/1971,1030
Liam Daish,Scotland,23/09/1968,1031
Sam Shilton,England,21/07/1978,1032
Paul Telfer,Scotland,21/10/1971,1033
Eoin Jess,Scotland,13/12/1970,1034
Iyseden Christie,England,14/11/1976,1035
Isaías,Brazil,17/11/1963,1036
Craig Short,England,25/06/1968,1037
John Hills,England,21/04/1978,1038
Mattie Woods,England,09/09/1976,1039
Graham Allen,England,08/04/1977,1040
Jon O'Connor,England,29/10/1976,1041
Gavin McCann,England,10/01/1978,1042
Paul Michael Branch,England,18/10/1978,1043
Paul Evans,South Africa,28/12/1973,1044
Ian Harte,Ireland,31/08/1977,1045
Alan Maybury,Ireland,08/08/1978,1046
Mark Jackson,England,30/09/1977,1047
Jason Blunt,England,16/08/1977,1048
Harry Kewell,Australia,22/09/1978,1049
Andy Gray,Scotland,15/11/1977,1050
Andrew Harris,England,26/02/1977,1051
Jason McAteer,Ireland,18/06/1971,1052
Eike Immel,Germany,27/11/1960,1053
Michael Frontzeck,Germany,26/03/1964,1054
Kit Symons,Wales,08/03/1971,1055
Scott Hiley,England,27/09/1968,1056
Martin Phillips,England,13/03/1976,1057
Georgi Kinkladze,Georgia,06/07/1973,1058
Jeff Whitley,Northern Ireland,28/01/1979,1059
Nathan Freeman,England,05/08/1977,1060
Mikhail Kavelashvili,Georgia,22/07/1971,1061
Gerry Creaney,Scotland,13/04/1970,1063
Chris Greenacre,England,23/12/1977,1064
Nick Culkin,England,06/07/1978,1065
Paul Gibson,England,11/01/1976,1066
Michael Clegg,England,03/07/1977,1067
Ben Roberts,England,22/06/1975,1068
Alan White,England,22/03/1976,1069
Steve Vickers,England,13/10/1967,1070
Craig Liddle,England,21/10/1971,1071
Juninho,Brazil,22/02/1973,1072
Keith O'Halloran,Ireland,10/11/1975,1073
Branco,Brazil,04/04/1964,1074
Mark Summerbell,England,30/10/1976,1075
Andy Campbell,England,18/04/1979,1076
Jaime Moreno,Bolivia,19/01/1974,1077
Chris Freestone,England,09/04/1971,1078
Shaka Hislop,Trinidad And Tobago,22/02/1969,1080
Stuart Elliott,England,27/08/1977,1081
Darren Huckerby,England,23/04/1976,1082
David Ginola,France,25/01/1967,1083
Faustino Asprilla,Colombia,10/11/1969,1084
Paul Brayson,England,16/09/1977,1085
Alan Fettis,Northern Ireland,01/02/1971,1086
Chris Allen,England,18/11/1972,1087
Andrea Silenzi,Italy,10/02/1966,1088
Richard Irving,England,10/09/1975,1089
Juergen Sommer,United States,27/02/1969,1090
Paul Murray,England,31/08/1976,1091
Nigel Quashie,Scotland,20/07/1978,1092
Greg Goodridge,Barbados,10/07/1971,1093
Lee Charles,England,20/08/1971,1094
Dejan Stefanovic,Serbia,28/10/1974,1095
Mark Pembridge,Wales,29/11/1970,1096
Ritchie Humphreys,England,30/11/1977,1097
Regi Blinker,Netherlands,04/06/1969,1098
Mark Platts,England,23/05/1979,1099
Darko Kovacevic,Serbia,18/11/1973,1100
Marc Degryse,Belgium,04/09/1965,1101
Christer Warren,England,10/10/1974,1103
Neale Fenn,Ireland,18/01/1977,1105
Rory Allen,England,17/10/1977,1106
Peter Shilton,England,18/09/1949,1107
Neil Finn,England,29/12/1978,1108
Steve Mautone,Australia,10/08/1970,1109
Chris Coyne,Australia,20/12/1978,1110
Rio Ferdinand,England,07/11/1978,1111
Slaven Bilic,Croatia,11/09/1968,1112
Scott Mean,England,13/12/1973,1113
Stan Lazaridis,Australia,16/08/1972,1114
Marco Boogers,Netherlands,12/01/1967,1115
Manny Omoyinmi,England,28/12/1977,1116
Dani,Portugal,02/11/1976,1117
Jason Euell,Jamaica,06/02/1977,1118
Richard Sneekes,Netherlands,30/10/1968,1119
Owen Coyle,Ireland,14/07/1966,1120
Junior Mendes,Montserrat,15/09/1976,1121
Marc Joseph,Antigua And Barbuda,10/11/1976,1122
Neil Cutler,England,03/09/1976,1123
Thomas Brolin,Sweden,29/11/1969,1124
Mark McNally,Scotland,10/03/1971,1125
William Prunier,France,14/08/1967,1126
Mark Hateley,England,07/11/1961,1127
Ned Zelic,Australia,04/07/1971,1128
Remi Garde,France,03/04/1966,1129
Jason Crowe,England,30/09/1978,1130
Matt Upson,England,18/04/1979,1131
Patrick Vieira,France,23/06/1976,1132
Julian Gray,England,21/09/1979,1133
Isaiah Rankin,England,22/05/1978,1134
Nicolas Anelka,France,14/03/1979,1135
Adam Rachel,England,10/12/1976,1138
Fernando Nelson,Portugal,05/11/1971,1139
Giorgos Donis,Greece,22/10/1969,1140
Per Pedersen,Denmark,30/03/1969,1141
Frode Grodås,Norway,24/10/1964,1143
Danny Granville,England,19/01/1975,1144
Celestine Babayaro,Nigeria,29/08/1978,1145
Neil Clement,England,03/10/1978,1146
Jon Harley,England,26/09/1979,1147
Frank Leboeuf,France,22/01/1968,1148
Roberto Di Matteo,Italy,29/05/1970,1149
Gianluca Vialli,Italy,09/07/1964,1150
Gianfranco Zola,Italy,05/07/1966,1151
Joe Sheerin,England,08/11/1977,1152
Tom Evans,England,31/12/1976,1154
Gary Breen,Ireland,12/12/1973,1155
John Eustace,England,03/11/1979,1156
Michael O'Neill,Northern Ireland,05/07/1969,1157
Andy Ducros,England,16/09/1977,1158
Craig Faulconbridge,England,20/04/1978,1159
Mart Poom,Estonia,03/02/1972,1161
Martin Taylor,England,09/12/1966,1162
Christian Dailly,Scotland,23/10/1973,1163
Igor Stimac,Croatia,06/09/1967,1164
Matt Carbon,England,08/06/1975,1165
Dean Yates,England,26/10/1967,1166
Darren Wassall,England,27/06/1968,1167
Chris Powell,England,08/09/1969,1168
Jacob Laursen,Denmark,06/10/1971,1169
Mauricio Solis,Costa Rica,13/12/1972,1170
Paul Simpson,England,26/07/1966,1171
Aljosa Asanovic,Croatia,14/12/1965,1172
Robin van Der Laan,Netherlands,05/09/1968,1173
Paul Trollope,Wales,03/06/1972,1174
Lee Carsley,Ireland,28/02/1974,1175
Kevin Cooper,England,08/02/1975,1176
Darryl Powell,Jamaica,15/01/1971,1177
Dean Sturridge,England,27/07/1973,1178
Paulo Wanchope,Costa Rica,31/07/1976,1179
Marco Gabbiadini,England,20/01/1968,1180
Ron Willems,Netherlands,20/09/1966,1181
Marino Rahmberg,Sweden,07/08/1974,1182
Richard Dunne,Ireland,21/09/1979,1184
Michael Ball,England,02/10/1979,1185
Danny Cadamarteri,England,12/10/1979,1186
Phil Jevons,England,01/08/1979,1187
Robert Molenaar,Netherlands,27/02/1969,1189
Lee Bowyer,England,03/01/1977,1190
Pierre Laurent,France,13/12/1970,1191
Derek Lilley,England,09/02/1974,1192
Kasey Keller,United States,29/11/1969,1193
Franck Rolling,France,23/08/1968,1194
Pontus Kaamark,Sweden,05/04/1969,1195
Matt Elliott,Scotland,11/01/1968,1196
Scott Taylor,England,23/11/1970,1197
Stuart Campbell,Scotland,09/12/1977,1198
Neil Lennon,Northern Ireland,25/06/1971,1199
Stuart Wilson,Scotland,16/09/1977,1200
Steve Guppy,England,29/03/1969,1201
Steve Claridge,England,10/04/1966,1202
Bjorn Tore Kvarme,Norway,17/06/1972,1204
Patrik Berger,Czech Republic,10/11/1973,1205
David Thompson,England,12/09/1977,1206
Paul Dalglish,Scotland,18/02/1977,1207
Michael Owen,England,14/12/1979,1208
Raimond van der Gouw,Netherlands,24/03/1963,1209
Ronny Johnsen,Norway,10/06/1969,1210
Wes Brown,England,13/10/1979,1211
Karel Poborsky,Czech Republic,30/03/1972,1212
Phil Mulryne,Northern Ireland,01/01/1978,1213
Alex Notman,Scotland,10/12/1979,1214
Jonathan Macken,Ireland,07/09/1977,1215
Jordi Cruyff,Netherlands,09/02/1974,1216
Ole Gunnar Solskjaer,Norway,26/02/1973,1217
Mark Schwarzer,Australia,06/10/1972,1218
Steve Baker,England,08/09/1978,1219
Jason Gavin,Ireland,14/03/1980,1220
Vladimir Kinder,Slovakia,09/03/1969,1221
Gianluca Festa,Italy,15/03/1969,1222
Craig Harrison,England,10/11/1977,1223
Michael Cummins,Ireland,01/06/1978,1224
Emerson,Brazil,12/04/1972,1225
Anthony Ormerod,England,31/03/1979,1226
Mikkel Beck,Denmark,12/05/1973,1227
Fabrizio Ravanelli,Italy,11/12/1968,1228
Paul Connor,England,12/01/1979,1229
Aaron Hughes,Northern Ireland,08/11/1979,1230
Des Hamilton,England,15/08/1976,1231
Stephen Melton,England,03/10/1978,1232
Brian O'Neil,Scotland,06/09/1972,1233
Ian Thomas-Moore,England,26/08/1976,1234
Pierre van Hooijdonk,Netherlands,29/11/1969,1235
Matt Clarke,England,03/11/1973,1236
Simon Weaver,England,10/12/1977,1237
Wayne Collins,England,04/03/1969,1238
Scott Oakes,England,05/08/1972,1239
Benito Carbone,Italy,14/08/1971,1240
Andy Booth,England,06/12/1973,1241
Maik Taylor,Northern Ireland,04/09/1971,1242
Neil Moss,England,10/05/1975,1243
Ulrich van Gobbel,Netherlands,16/01/1971,1244
Richard Dryden,England,14/06/1969,1245
Claus Lundekvam,Norway,22/02/1973,1246
Eyal Berkovic,Israel,02/04/1972,1247
Duncan Spedding,England,07/09/1977,1248
Kevin Davies,England,26/03/1977,1249
Egil Ostenstad,Norway,02/01/1972,1250
Steve Basham,England,12/02/1977,1251
Lionel Perez,France,24/04/1967,1252
Michael Gray,England,03/08/1974,1253
Andy Melville,Wales,29/11/1968,1254
Darren Holloway,England,03/10/1977,1255
Richard Ord,England,03/03/1970,1256
Lee Howey,England,01/04/1969,1257
Martin Scott,England,07/01/1968,1258
Alex Rae,Scotland,30/09/1969,1259
Darren Williams,England,28/04/1977,1260
Kevin Ball,England,12/11/1964,1261
Jonjo Dickman,England,11/10/1981,1262
Jan Eriksson,Sweden,24/08/1967,1263
John Mullin,England,11/08/1975,1264
Craig Russell,England,04/02/1974,1265
Paul Beavers,England,02/10/1978,1266
Allan Johnston,Scotland,14/12/1973,1267
David Kelly,Ireland,25/11/1965,1268
Martin Smith,England,13/11/1974,1269
Michael Bridges,England,05/08/1978,1270
Simon Brown,England,12/03/1976,1271
Espen Baardsen,Norway,07/12/1977,1272
Mark Arber,Zimbabwe,08/10/1977,1273
Ramon Vega,Switzerland,14/06/1971,1274
Allan Nielsen,Denmark,13/03/1971,1275
Mark Janney,England,02/12/1977,1276
Steffen Iversen,Norway,11/10/1976,1277
Paul McVeigh,Northern Ireland,06/12/1977,1278
Hugo Porfirio,Portugal,28/09/1973,1280
